timestamp,sentiment,tally
2018-08-09,neutral,421
2018-08-09,positive,497
2018-08-10,negative,81
2018-08-10,neutral,450
2018-08-10,positive,489
2018-08-11,negative,84
2018-08-11,neutral,446
2018-08-11,positive,490
2018-08-12,negative,104
2018-08-12,neutral,431
2018-08-12,positive,485
2018-08-13,negative,76
2018-08-13,neutral,429
2018-08-13,positive,515
2018-08-14,negative,82
2018-08-14,neutral,455
2018-08-14,positive,483
2018-08-15,negative,125
2018-08-15,neutral,398
2018-08-15,positive,497
2018-08-16,negative,102
2018-08-16,neutral,429
2018-08-16,positive,489
2018-08-17,negative,97
2018-08-17,neutral,421
2018-08-17,positive,502
2018-08-18,negative,107
2018-08-18,neutral,412
2018-08-18,positive,501
2018-08-19,negative,101
2018-08-19,neutral,418
2018-08-19,positive,501
2018-08-20,negative,92
2018-08-20,neutral,425
2018-08-20,positive,503
2018-08-21,negative,102
2018-08-21,neutral,452
2018-08-21,positive,466
2018-08-22,negative,71
2018-08-22,neutral,429
2018-08-22,positive,518
2018-08-23,negative,123
2018-08-23,neutral,407
2018-08-23,positive,490
2018-08-24,negative,79
2018-08-24,neutral,426
2018-08-24,positive,515
2018-08-25,negative,79
2018-08-25,neutral,453
2018-08-25,positive,488
2018-08-26,negative,71
2018-08-26,neutral,454
2018-08-26,positive,495
2018-08-27,negative,109
2018-08-27,neutral,410
2018-08-27,positive,501
2018-08-28,negative,87
2018-08-28,neutral,433
2018-08-28,positive,500
2018-08-29,negative,93
2018-08-29,neutral,421
2018-08-29,positive,506
2018-08-30,negative,74
2018-08-30,neutral,489
2018-08-30,positive,457
2018-08-31,negative,89
2018-08-31,neutral,433
2018-08-31,positive,498
2018-09-01,negative,68
2018-09-01,neutral,461
2018-09-01,positive,491
2018-09-02,negative,87
2018-09-02,neutral,439
2018-09-02,positive,494
2018-09-03,negative,82
2018-09-03,neutral,390
2018-09-03,positive,548
2018-09-04,negative,93
2018-09-04,neutral,421
2018-09-04,positive,506
2018-09-05,negative,93
2018-09-05,neutral,435
2018-09-05,positive,492
2018-09-06,negative,84
2018-09-06,neutral,442
2018-09-06,positive,494
2018-09-07,negative,94
2018-09-07,neutral,443
2018-09-07,positive,483
2018-09-08,negative,102
2018-09-08,neutral,412
2018-09-08,positive,506
2018-09-09,negative,84
2018-09-09,neutral,381
2018-09-09,positive,555
2018-09-10,negative,96
2018-09-10,neutral,465
2018-09-10,positive,459
2018-09-11,negative,96
2018-09-11,neutral,426
2018-09-11,positive,498
2018-09-12,negative,86
2018-09-12,neutral,423
2018-09-12,positive,511
2018-09-13,negative,95
2018-09-13,neutral,419
2018-09-13,positive,506
2018-09-14,negative,110
2018-09-14,neutral,419
2018-09-14,positive,491
2018-09-15,negative,104
2018-09-15,neutral,405
2018-09-15,positive,511
2018-09-16,negative,75
2018-09-16,neutral,460
2018-09-16,positive,485
2018-09-17,negative,75
2018-09-17,neutral,453
2018-09-17,positive,492
2018-09-18,negative,101
2018-09-18,neutral,413
2018-09-18,positive,506
2018-09-19,negative,85
2018-09-19,neutral,437
2018-09-19,positive,498
2018-09-20,negative,75
2018-09-20,neutral,442
2018-09-20,positive,502
2018-09-21,negative,98
2018-09-21,neutral,399
2018-09-21,positive,523
2018-09-22,negative,98
2018-09-22,neutral,438
2018-09-22,positive,484
2018-09-23,negative,75
2018-09-23,neutral,409
2018-09-23,positive,536
2018-09-24,negative,92
2018-09-24,neutral,418
2018-09-24,positive,510
2018-09-25,negative,93
2018-09-25,neutral,464
2018-09-25,positive,463
2018-09-26,negative,80
2018-09-26,neutral,435
2018-09-26,positive,505
2018-09-27,negative,78
2018-09-27,neutral,437
2018-09-27,positive,505
2018-09-28,negative,79
2018-09-28,neutral,422
2018-09-28,positive,519
2018-09-29,negative,101
2018-09-29,neutral,449
2018-09-29,positive,470
2018-09-30,negative,81
2018-09-30,neutral,439
2018-09-30,positive,499
2018-10-01,negative,96
2018-10-01,neutral,438
2018-10-01,positive,486
2018-10-02,negative,94
2018-10-02,neutral,456
2018-10-02,positive,470
2018-10-03,negative,94
2018-10-03,neutral,416
2018-10-03,positive,510
2018-10-04,negative,95
2018-10-04,neutral,440
2018-10-04,positive,485
2018-10-05,negative,90
2018-10-05,neutral,441
2018-10-05,positive,489
2018-10-06,negative,88
2018-10-06,neutral,452
2018-10-06,positive,480
2018-10-07,negative,75
2018-10-07,neutral,471
2018-10-07,positive,474
2018-10-08,negative,90
2018-10-08,neutral,447
2018-10-08,positive,483
2018-10-09,negative,108
2018-10-09,neutral,451
2018-10-09,positive,461
2018-10-10,negative,118
2018-10-10,neutral,441
2018-10-10,positive,461
2018-10-11,negative,101
2018-10-11,neutral,466
2018-10-11,positive,453
2018-10-12,negative,121
2018-10-12,neutral,429
2018-10-12,positive,470
2018-10-13,negative,87
2018-10-13,neutral,465
2018-10-13,positive,468
2018-10-14,negative,96
2018-10-14,neutral,423
2018-10-14,positive,501
2018-10-15,negative,92
2018-10-15,neutral,446
2018-10-15,positive,482
2018-10-16,negative,86
2018-10-16,neutral,477
2018-10-16,positive,457
2018-10-17,negative,89
2018-10-17,neutral,457
2018-10-17,positive,474
2018-10-18,negative,92
2018-10-18,neutral,466
2018-10-18,positive,462
2018-10-19,negative,93
2018-10-19,neutral,432
2018-10-19,positive,495
2018-10-20,negative,101
2018-10-20,neutral,457
2018-10-20,positive,462
2018-10-21,negative,104
2018-10-21,neutral,445
2018-10-21,positive,471
2018-10-22,negative,97
2018-10-22,neutral,462
2018-10-22,positive,460
2018-10-23,negative,100
2018-10-23,neutral,429
2018-10-23,positive,491
2018-10-24,negative,93
2018-10-24,neutral,453
2018-10-24,positive,474
2018-10-25,negative,98
2018-10-25,neutral,421
2018-10-25,positive,501
2018-10-26,negative,111
2018-10-26,neutral,408
2018-10-26,positive,501
2018-10-27,negative,88
2018-10-27,neutral,454
2018-10-27,positive,478
2018-10-28,negative,88
2018-10-28,neutral,460
2018-10-28,positive,472
2018-10-29,negative,93
2018-10-29,neutral,447
2018-10-29,positive,480
2018-10-30,negative,101
2018-10-30,neutral,461
2018-10-30,positive,458
2018-10-31,negative,107
2018-10-31,neutral,429
2018-10-31,positive,484
2018-11-01,negative,98
2018-11-01,neutral,442
2018-11-01,positive,480
2018-11-02,negative,104
2018-11-02,neutral,457
2018-11-02,positive,459
2018-11-03,negative,84
2018-11-03,neutral,466
2018-11-03,positive,470
2018-11-04,negative,99
2018-11-04,neutral,423
2018-11-04,positive,498
2018-11-05,negative,97
2018-11-05,neutral,448
2018-11-05,positive,475
2018-11-06,negative,90
2018-11-06,neutral,464
2018-11-06,positive,466
2018-11-07,negative,102
2018-11-07,neutral,404
2018-11-07,positive,514
2018-11-08,negative,88
2018-11-08,neutral,458
2018-11-08,positive,474
2018-11-09,negative,90
2018-11-09,neutral,436
2018-11-09,positive,494
2018-11-10,negative,92
2018-11-10,neutral,453
2018-11-10,positive,475
2018-11-11,negative,107
2018-11-11,neutral,438
2018-11-11,positive,475
2018-11-12,negative,88
2018-11-12,neutral,430
2018-11-12,positive,502
2018-11-13,negative,95
2018-11-13,neutral,409
2018-11-13,positive,516
2018-11-14,negative,83
2018-11-14,neutral,408
2018-11-14,positive,529
2018-11-15,negative,80
2018-11-15,neutral,434
2018-11-15,positive,506
2018-11-16,negative,98
2018-11-16,neutral,440
2018-11-16,positive,482
2018-11-17,negative,94
2018-11-17,neutral,450
2018-11-17,positive,476
2018-11-18,negative,114
2018-11-18,neutral,405
2018-11-18,positive,501
2018-11-19,negative,76
2018-11-19,neutral,422
2018-11-19,positive,522
2018-11-20,negative,99
2018-11-20,neutral,438
2018-11-20,positive,483
2018-11-21,negative,100
2018-11-21,neutral,445
2018-11-21,positive,475
2018-11-22,negative,87
2018-11-22,neutral,434
2018-11-22,positive,499
2018-11-23,negative,85
2018-11-23,neutral,447
2018-11-23,positive,488
2018-11-24,negative,93
2018-11-24,neutral,438
2018-11-24,positive,489
2018-11-25,negative,96
2018-11-25,neutral,409
2018-11-25,positive,515
2018-11-26,negative,85
2018-11-26,neutral,439
2018-11-26,positive,496
2018-11-27,negative,109
2018-11-27,neutral,437
2018-11-27,positive,474
2018-11-28,negative,91
2018-11-28,neutral,430
2018-11-28,positive,499
2018-11-29,negative,99
2018-11-29,neutral,427
2018-11-29,positive,494
2018-11-30,negative,91
2018-11-30,neutral,445
2018-11-30,positive,484
2018-12-01,negative,91
2018-12-01,neutral,431
2018-12-01,positive,498
2018-12-02,negative,96
2018-12-02,neutral,405
2018-12-02,positive,519
2018-12-03,negative,114
2018-12-03,neutral,391
2018-12-03,positive,515
2018-12-04,negative,85
2018-12-04,neutral,429
2018-12-04,positive,506
2018-12-05,negative,103
2018-12-05,neutral,444
2018-12-05,positive,473
2018-12-06,negative,104
2018-12-06,neutral,446
2018-12-06,positive,470
2018-12-07,negative,77
2018-12-07,neutral,458
2018-12-07,positive,484
2018-12-08,negative,83
2018-12-08,neutral,433
2018-12-08,positive,504
2018-12-09,negative,103
2018-12-09,neutral,406
2018-12-09,positive,511
2018-12-10,negative,110
2018-12-10,neutral,432
2018-12-10,positive,478
2018-12-11,negative,96
2018-12-11,neutral,480
2018-12-11,positive,444
2018-12-12,negative,105
2018-12-12,neutral,424
2018-12-12,positive,491
2018-12-13,negative,81
2018-12-13,neutral,443
2018-12-13,positive,496
2018-12-14,negative,86
2018-12-14,neutral,409
2018-12-14,positive,525
2018-12-15,negative,87
2018-12-15,neutral,431
2018-12-15,positive,502
2018-12-16,negative,103
2018-12-16,neutral,448
2018-12-16,positive,469
2018-12-17,negative,115
2018-12-17,neutral,407
2018-12-17,positive,498
2018-12-18,negative,113
2018-12-18,neutral,454
2018-12-18,positive,453
2018-12-19,negative,106
2018-12-19,neutral,436
2018-12-19,positive,478
2018-12-20,negative,101
2018-12-20,neutral,454
2018-12-20,positive,465
2018-12-21,negative,108
2018-12-21,neutral,412
2018-12-21,positive,497
2018-12-22,negative,71
2018-12-22,neutral,444
2018-12-22,positive,505
2018-12-23,negative,92
2018-12-23,neutral,441
2018-12-23,positive,487
2018-12-24,negative,95
2018-12-24,neutral,416
2018-12-24,positive,509
2018-12-25,negative,98
2018-12-25,neutral,461
2018-12-25,positive,461
2018-12-26,negative,99
2018-12-26,neutral,442
2018-12-26,positive,479
2018-12-27,negative,112
2018-12-27,neutral,435
2018-12-27,positive,472
2018-12-28,negative,86
2018-12-28,neutral,408
2018-12-28,positive,526
2018-12-29,negative,93
2018-12-29,neutral,445
2018-12-29,positive,482
2018-12-30,negative,94
2018-12-30,neutral,427
2018-12-30,positive,499
2018-12-31,negative,100
2018-12-31,neutral,411
2018-12-31,positive,508
